id,common_name,scientific_name,image,light,water,humidity,temp,soil,fertilizer,toxicity,tips
monstera_deliciosa_tauerii,Monstera Deliciosa ‘Tauerii’,Monstera deliciosa ‘Tauerii’,images/plants/monstera_deliciosa_tauerii.jpg,"Bright, indirect light.","Water when the top 3–5 cm are dry; less frequent in lower light.","Prefers 50–70% humidity.","Ideal 18–28°C (64–82°F).","Chunky mix with bark and perlite.","Feed every 4–6 weeks in spring/summer.","Toxic if ingested.","Dwarf/compact deliciosa type with fenestrations on smaller plants; excellent for indoor spaces with limited ceiling height."
monstera_deliciosa_thai_constellation,Monstera Deliciosa ‘Thai Constellation’,Monstera deliciosa ‘Thai Constellation’,images/plants/monstera_deliciosa_thai_constellation.jpg,"Bright, indirect light; essential to keep stable cream variegation. Avoid harsh direct sun on pale areas.","Water when top 3–4 cm are dry; do not allow pot to stay waterlogged.","Prefers 60–75% humidity; tolerates ~50% with some tip browning.","Ideal 18–27°C (64–81°F).","Very well-draining aroid mix with high bark/perlite content.","Feed lightly every 4–6 weeks; avoid overfertilizing which can stress variegated tissue.","Toxic if ingested.","Highly sought-after variegated cultivar; avoid chopping frequently and give strong, even light plus a good support to realize its full potential."
monstera_deliciosa_albo,Monstera Deliciosa ‘Albo Variegata’,Monstera deliciosa ‘Albo Variegata’,images/plants/monstera_deliciosa_albo.jpg,"Bright, indirect light; high light is needed for white variegation but direct sun can burn white sections.","Water when top 3–4 cm are dry; slightly drier than full-green deliciosa to prevent rot in weaker tissue.","Prefers 60–80% humidity; sensitive to very dry air.","Ideal 18–26°C (64–79°F).","Airy aroid mix: soil + bark + perlite + some charcoal for drainage.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","Unstable variegation; prune low-variegation or all-green stems and maintain consistent bright light for best patterning."
monstera_deliciosa_aurea,Monstera Deliciosa ‘Aurea Variegata’,Monstera deliciosa ‘Aurea’,images/plants/monstera_deliciosa_aurea.jpg,"Bright indirect light; avoid direct sun on yellow sectors.","Water when top 3–4 cm are dry; do not allow roots to sit in water.","Prefers 60–80% humidity; may show browning at lower humidity.","Ideal 18–26°C (64–79°F).","Very airy, well-draining aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Yellow variegation is more sensitive to burn and stress; provide stable warm, humid conditions and consistent watering."
monstera_deliciosa_mint,Monstera Deliciosa ‘Mint’,Monstera deliciosa ‘Mint’,images/plants/monstera_deliciosa_mint.jpg,"Bright, indirect light; higher light needed for minty marbled look.","Water when top 3–4 cm are dry; slightly drier in winter.","Prefers 60–75% humidity.","Ideal 18–26°C (64–79°F).","Airy aroid mix with extra bark/perlite.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","Collector cultivar with cool-toned, speckled variegation; avoid fluctuating conditions and heavy feeding."
monstera_deliciosa_variegata_generic,Monstera Deliciosa Variegated (generic),Monstera deliciosa variegata,images/plants/monstera_deliciosa_variegata_generic.jpg,"Bright, indirect light.","Water when the top 3–4 cm are dry; err slightly on the dry side versus all-green deliciosa.","Prefers 60–75% humidity.","Ideal 18–27°C (64–81°F).","Well-draining aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Use this row for variegated M. deliciosa plants whose exact cultivar is unknown or not specified (e.g., generic “variegata”)."
monstera_adansonii,Monstera Adansonii (Swiss Cheese Vine),Monstera adansonii,images/plants/monstera_adansonii.jpg,"Bright to medium indirect light; tolerates medium light, but fenestration improves with brighter conditions.","Water when top 2–3 cm (1 in) are dry; avoid letting soil stay wet.","Prefers 55–75% humidity; tolerates ~45–50%.","Ideal 18–28°C (64–82°F).","Loose, well-draining mix with bark/perlite.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Fast-growing vining Monstera with many holes in the leaves; ideal for hanging baskets or climbing supports."
monstera_adansonii_narrow,Monstera Adansonii Narrow Form,Monstera adansonii (narrow form),images/plants/monstera_adansonii_narrow.jpg,"Bright, indirect light; will tolerate some medium light.","Water when top 2–3 cm are dry; slightly less in winter.","Prefers 55–75% humidity.","Ideal 18–27°C (64–81°F).","Aroid mix with extra perlite for drainage.","Feed every 4–6 weeks during active growth.","Toxic if ingested.","Narrow, elongated leaves with fenestrations primarily along the midrib; great as a trailing or climbing plant."
monstera_adansonii_wide,Monstera Adansonii Wide Form,Monstera adansonii (wide form),images/plants/monstera_adansonii_wide.jpg,"Bright indirect light.","Water when top 2–3 cm are dry; do not let sit in water.","Prefers 55–75% humidity.","Ideal 18–27°C (64–81°F).","Well-draining potting mix.","Feed every 4–6 weeks.","Toxic if ingested.","Broader leaves and larger perforations; looks especially dramatic when trained up a pole."
monstera_adansonii_laniata,Monstera Adansonii ‘Laniata’,Monstera adansonii ssp. laniata,images/plants/monstera_adansonii_laniata.jpg,"Bright indirect light.","Water when top 2–3 cm dry; slightly moist but not soggy.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Chunky, moisture-retentive but well-draining aroid mix.","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Fenestrations often extend closer to the leaf edge; can develop larger, more dramatic leaves with high humidity and a pole."
monstera_adansonii_archipelago,Monstera Adansonii ‘Archipelago’ (Variegated),Monstera adansonii ‘Archipelago’,images/plants/monstera_adansonii_archipelago.jpg,"Bright, indirect light; key to maintaining cream variegation.","Water when top 2–3 cm are dry; avoid chronic overwatering.","Prefers 60–80% humidity; sensitive to dry air.","Ideal 18–26°C (64–79°F).","Very airy, fast-draining aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Heavily variegated adansonii; protect pale tissue from direct sun and prune stems that revert to mostly green."
monstera_adansonii_aurea,Monstera Adansonii Aurea,Monstera adansonii ‘Aurea’,images/plants/monstera_adansonii_aurea.jpg,"Bright indirect light; never full midday sun.","Water when top 2–3 cm are dry; slightly less in winter.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Airy aroid mix with bark/perlite.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","Yellow variegation is more prone to browning; maintain humidity and moderate light to avoid burn."
monstera_siltepecana,Monstera Siltepecana,Monstera siltepecana,images/plants/monstera_siltepecana.jpg,"Medium to bright indirect light; avoid harsh direct sun.","Water when top 2–3 cm are dry; slightly more frequent if grown in smaller pots.","Prefers 55–75% humidity.","Ideal 18–26°C (64–79°F).","Well-draining mix with some moisture retention (soil + bark + perlite).","Feed every 4–6 weeks in warm months.","Toxic if ingested.","Juvenile leaves feature silvery markings; with support and good light, leaves can become larger and more fenestrated over time."
monstera_standleyana,Monstera Standleyana,Monstera standleyana,images/plants/monstera_standleyana.jpg,"Bright to medium indirect light.","Water when top 2–3 cm are dry; avoid soggy soil.","Prefers 55–75% humidity; tolerates ~45–50%.","Ideal 18–27°C (64–81°F).","Standard aroid mix with added bark/perlite.","Feed every 4–6 weeks during active growth.","Toxic if ingested.","Climbing Monstera with elongated lanceolate leaves; often grown on a pole or trellis."
monstera_standleyana_albo,Monstera Standleyana ‘Albo Variegata’,Monstera standleyana ‘Albo Variegata’,images/plants/monstera_standleyana_albo.jpg,"Bright indirect light; higher light maintains clear white/cream variegation.","Water when top 2–3 cm are dry; err slightly drier than full-green standleyana.","Prefers 60–80% humidity.","Ideal 18–27°C (64–81°F).","Very well-draining aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Variegated standleyana with streaked or sectoral variegation; avoid direct sun on variegated areas to prevent scorching."
monstera_dubia,Monstera Dubia,Monstera dubia,images/plants/monstera_dubia.jpg,"Bright, diffused indirect light; avoid direct sun.","Keep soil lightly moist; water when top 1–2 cm (½–1 in) are just dry.","Prefers 60–80% humidity; may struggle below 50%.","Ideal 18–26°C (64–79°F).","Moisture-retentive but airy mix (soil + moss + bark/perlite).","Feed every 4–6 weeks during active growth.","Toxic if ingested.","Shingling Monstera that adheres to boards or textured surfaces; juvenile leaves are silvery, while mature leaves become larger and fenestrated when allowed to climb."
monstera_pinnatipartita,Monstera Pinnatipartita,Monstera pinnatipartita,images/plants/monstera_pinnatipartita.jpg,"Bright indirect light; some morning sun tolerated.","Water when top 3 cm are dry; reduce watering in winter.","Prefers 55–75% humidity.","Ideal 18–27°C (64–81°F).","Chunky aroid mix.","Feed every 4–6 weeks in warm months.","Toxic if ingested.","Starts with entire leaves that later develop deep splits and fenestrations as the plant climbs; thrives on a tall pole."
monstera_lechleriana,Monstera Lechleriana,Monstera lechleriana,images/plants/monstera_lechleriana.jpg,"Bright to medium indirect light.","Water when top 2–3 cm are dry.","Prefers 55–75% humidity.","Ideal 18–27°C (64–81°F).","Well-draining potting mix with bark/perlite.","Feed every 4–6 weeks.","Toxic if ingested.","Vining Monstera similar to adansonii but with a different fenestration pattern; great climber for poles or trellises."
monstera_karstenianum,Monstera Peru,Monstera karstenianum,images/plants/monstera_karstenianum.jpg,"Medium to bright indirect light; avoid strong direct sun.","Water when the top 2–3 cm are dry; prefers slightly moist but not saturated soil.","Prefers 55–75% humidity; tolerates ~45–50%.","Ideal 18–26°C (64–79°F).","Aroid mix leaning slightly toward moisture retention (soil + bark + coco).","Feed every 4–6 weeks in growing season.","Toxic if ingested.","Thick, quilted leaves; often sold as “Monstera Peru”; best when allowed to climb for larger leaves."
monstera_siltep_peru,Monstera Siltepecana ‘El Salvador’ / Peru Mix (if used in trade),Monstera siltepecana / karstenianum complex,images/plants/monstera_siltep_peru.jpg,"Medium to bright indirect light.","Water when top 2–3 cm are dry.","Prefers 60–75% humidity.","Ideal 18–26°C.","Loose aroid mix.","Feed every 4–6 weeks lightly.","Toxic if ingested.","Use this row if you carry intermediate forms marketed under names like ‘El Salvador’ or “Peru Siltepecana” that blend characteristics of Peru and siltepecana."
monstera_subpinnata,Monstera Subpinnata,Monstera subpinnata,images/plants/monstera_subpinnata.jpg,"Medium to bright indirect light; avoid strong midday sun.","Water when top 3–5 cm are dry; more frequent watering in warm, bright rooms.","Prefers 60–75% humidity; can tolerate ~50%.","Ideal 18–27°C (64–81°F).","Well-draining aroid soil.","Feed every 4–6 weeks during growth.","Toxic if ingested.","Graceful, palm-like foliage with narrow leaf segments; looks best when given a moss pole and room to arch."
monstera_acuminata,Monstera Acuminata,Monstera acuminata,images/plants/monstera_acuminata.jpg,"Bright indirect light; some tolerate medium light with slower growth.","Water when top 2–3 cm are dry; avoid staying waterlogged.","Prefers 55–75% humidity.","Ideal 18–26°C (64–79°F).","Chunky aroid mix with bark/perlite.","Feed every 4–6 weeks in warm months.","Toxic if ingested.","Vining, small-fenestration Monstera similar to adansonii; does well cascading or climbing."
monstera_epipremnoides,Monstera Epipremnoides,Monstera epipremnoides,images/plants/monstera_epipremnoides.jpg,"Bright indirect light; some morning sun can be tolerated.","Water when top 3–4 cm are dry; prefers slightly moist but not soggy soil.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Airy aroid mix with bark, perlite, and moss.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Parent species of the famous 'Esqueleto' cultivar; fenestrations increase with plant size and support."
monstera_esqueleto,Monstera ‘Esqueleto’,Monstera epipremnoides ‘Esqueleto’,images/plants/monstera_esqueleto.jpg,"Bright, diffused indirect light; avoid direct sun to prevent scorch.","Keep soil lightly moist; water when top 2–3 cm are just dry.","Prefers 65–80% humidity; often best in cabinets or very humid rooms.","Ideal 18–26°C (64–79°F).","Very airy aroid mix with high bark and moss content.","Feed at low strength every 4–6 weeks.","Toxic if ingested.","Huge, skeleton-like fenestrations; this collector Monstera thrives with high humidity, strong but indirect light, and a tall support."
monstera_obliqua,Monstera Obliqua (true species),Monstera obliqua,images/plants/monstera_obliqua.jpg,"Bright, gentle indirect light; no direct sun.","Keep soil consistently lightly moist; water when top 1–2 cm are just barely dry.","Prefers very high humidity: 70–85%; often requires specialized conditions.","Ideal 20–26°C (68–79°F).","Extremely airy, fine aroid mix with bark, moss, and perlite; excellent drainage and airflow required.","Feed very lightly every 4–6 weeks; sensitive to salt buildup.","Toxic if ingested.","Extremely rare and delicate species; many plants sold as “obliqua” are actually adansonii. Best for advanced growers only."
monstera_spruceana,Monstera Spruceana,Monstera spruceana,images/plants/monstera_spruceana.jpg,"Bright indirect light; some morning light tolerated.","Water when top 2–3 cm are dry.","Prefers 60–75% humidity.","Ideal 18–27°C (64–81°F).","Chunky aroid mix.","Feed every 4–6 weeks in warm months.","Toxic if ingested.","Juvenile plants climb and produce changing leaf shapes over time; good candidate for taller indoor totems."
nstera_deliciosa_white_monstera,White Monstera (Generic Tag),Monstera deliciosa variegata,images/plants/monstera_deliciosa_white_monstera.jpg,"Bright, indirect light; avoid harsh direct sun.","Water when top 3–4 cm dry; slightly drier than full-green forms.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Well-draining aroid soil.","Feed lightly every 4–6 weeks in growing season.","Toxic if ingested.","Use this for plants sold simply as “White Monstera” without a specific clone name; general care matches other variegated deliciosa."
onstera_adansonii_mint,Monstera Adansonii ‘Mint’,Monstera adansonii ‘Mint Variegata’,images/plants/monstera_adansonii_mint.jpg,"Bright indirect light; needed for mint variegation but avoid harsh direct sun.","Water when top 2–3 cm are dry; do not allow plant to stand in water.","Prefers 60–80% humidity; sensitive to dry air.","Ideal 18–26°C (64–79°F).","Extremely well-draining aroid mix (bark/perlite-heavy).","Feed lightly every 4–6 weeks.","Toxic if ingested.","Variegation features cool-toned, minty splashes; support or hang in bright, humid rooms for best results."
monstera_adansonii_variegata_albo,Monstera Adansonii ‘Albo Variegata’,Monstera adansonii ‘Albo’,images/plants/monstera_adansonii_variegata_albo.jpg,"Bright, indirect light; variegated leaves scorch easily in full sun.","Water when top 2–3 cm are dry; avoid soggy substrate.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Airy mix of soil, bark, perlite, and some moss.","Feed lightly every 4–6 weeks in growing season.","Toxic if ingested.","White variegation is weaker and more prone to burn; keep environment warm, humid, and gently bright."
monstera_adansonii_variegata_tricolor,Monstera Adansonii ‘Tricolor’,Monstera adansonii ‘Tricolor’,images/plants/monstera_adansonii_tricolor.jpg,"Bright indirect light.","Water when top 2–3 cm dry; do not let soil stay saturated.","Prefers 60–80% humidity; may crisp in very dry air.","Ideal 18–26°C (64–79°F).","Aroid mix with high drainage.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","Variegation can show white, cream, and green; a collector-level plant needing stable conditions."
monstera_dubia_variegata,Monstera Dubia Variegated,Monstera dubia variegata,images/plants/monstera_dubia_variegata.jpg,"Bright, diffused indirect light; no direct sun.","Keep soil lightly moist; water when top 1–2 cm are just barely dry.","Prefers 65–85% humidity; indoor cabinets or highly humid rooms recommended.","Ideal 18–26°C (64–79°F).","Moist, airy aroid mix with significant moss/bark.","Feed very lightly every 4–6 weeks.","Toxic if ingested.","Variegated shingling form; ideal on a plank or board; avoid low humidity and stagnant conditions."
monstera_siltepecana_variegata,Monstera Siltepecana Variegated,Monstera siltepecana variegata,images/plants/monstera_siltepecana_variegata.jpg,"Bright indirect light; variegation fades in lower light.","Water when top 2–3 cm dry; reduce watering slightly in winter.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Airy aroid mix with bark/perlite.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","A variegated twist on silver Monstera; will show off color best when climbing up a support in bright, humid conditions."
monstera_karstenianum_variegata,Monstera Peru Variegated,Monstera karstenianum variegata,images/plants/monstera_karstenianum_variegata.jpg,"Bright, indirect light; some morning sun is tolerated but protect pale patches.","Water when top 2–3 cm are dry; avoid oversaturation.","Prefers 60–75% humidity.","Ideal 18–26°C (64–79°F).","Chunky but slightly moisture-retentive aroid mix.","Feed every 4–6 weeks.","Toxic if ingested.","Quilted variegated foliage; slower-growing and more sensitive than the green Peru, but care is similar in bright, warm, humid rooms."
monstera_pinnatipartita_variegata,Monstera Pinnatipartita Variegated,Monstera pinnatipartita variegata,images/plants/monstera_pinnatipartita_variegata.jpg,"Bright indirect light; helps maintain clean variegation.","Water when top 3–4 cm are dry; slightly drier than green form.","Prefers 60–75% humidity.","Ideal 18–27°C (64–81°F).","Very airy, well-draining aroid mix.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Fenestrated, variegated leaves become increasingly dramatic as the plant climbs; protect white sectors from strong sun."
monstera_lechleriana_variegata,Monstera Lechleriana Variegated,Monstera lechleriana variegata,images/plants/monstera_lechleriana_variegata.jpg,"Bright indirect light; avoid harsh direct sun.","Water when top 3 cm are dry; slightly less in winter.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Aroid mix with bark/perlite and some moss.","Feed every 4–6 weeks.","Toxic if ingested.","Variegated take on a vining Monstera; expect faster growth and larger leaves with a tall pole and consistent humidity."
monstera_subpinnata_variegata,Monstera Subpinnata Variegated,Monstera subpinnata variegata,images/plants/monstera_subpinnata_variegata.jpg,"Bright indirect light; harsh sun can scorch delicate variegation.","Water when top 3–4 cm are dry; avoid letting roots sit in water.","Prefers 60–75% humidity.","Ideal 18–26°C (64–79°F).","Well-draining aroid mix.","Feed every 4–6 weeks at low strength.","Toxic if ingested.","Variegated palm-like Monstera; looks spectacular when allowed to drape and arch in a bright, humid space."
monstera_acacoyaguensis,Monstera Acacoyaguensis,Monstera acacoyaguensis,images/plants/monstera_acacoyaguensis.jpg,"Bright indirect light; can tolerate some gentle morning sun.","Water when top 3–4 cm are dry; more frequent in warm, bright conditions.","Prefers 55–75% humidity.","Ideal 18–27°C (64–81°F).","Chunky, well-draining aroid mix.","Feed every 4–6 weeks.","Toxic if ingested.","Highly fenestrated species that develops large, split leaves with climbing; more common in collector circles but grown similarly to pinnatipartita."
monstera_tenuis,Monstera Tenuis,Monstera tenuis,images/plants/monstera_tenuis.jpg,"Bright, diffused indirect light; avoid harsh direct sun.","Keep soil lightly moist; water when top 1–2 cm are just dry.","Prefers 60–80% humidity.","Ideal 18–26°C (64–79°F).","Moist but airy aroid mix with moss/bark.","Feed lightly every 4–6 weeks.","Toxic if ingested.","Shingling species that clings tightly to boards or rough surfaces; best in high-humidity setups."
monstera_punctulata,Monstera Punctulata,Monstera punctulata,images/plants/monstera_punctulata.jpg,"Bright indirect light; some early or late sun tolerated if acclimated.","Water when top 3–5 cm are dry; do not allow constant saturation.","Prefers 60–75% humidity.","Ideal 18–27°C (64–81°F).","Chunky aroid mix with bark/perlite.","Feed every 4–6 weeks in warm season.","Toxic if ingested.","Less common species with large, textured leaves; treat similar to deliciosa but with a bit more emphasis on airflow and drainage."
epipremnum_pinnatum_cebu_blue,Cebu Blue Pothos,Epipremnum pinnatum ‘Cebu Blue’,images/plants/epipremnum_pinnatum_cebu_blue.jpg,"Medium to bright indirect light.","Water when top 2–3 cm are dry; avoid soggy soil.","Prefers 50–70% humidity.","Ideal 18–28°C.","Chunky aroid mix with bark.","Feed every 4–6 weeks.","Toxic if ingested.","Leaves turn more blue and can fenestrate with age when climbing."
epipremnum_pinnatum_cebu_blue_mature,Cebu Blue Pothos (Mature Form),Epipremnum pinnatum ‘Cebu Blue’,images/plants/epipremnum_pinnatum_cebu_blue_mature.jpg,"Bright indirect light.","Water when top 3 cm dry.","Prefers 55–75% humidity.","Ideal 18–27°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Mature leaves develop deep fenestrations similar to Monstera."
epipremnum_pinnatum_baltic_blue,Baltic Blue Pothos,Epipremnum pinnatum ‘Baltic Blue’,images/plants/epipremnum_pinnatum_baltic_blue.jpg,"Medium to bright indirect light.","Water when top 2–3 cm are dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Well-draining indoor mix.","Feed every 4–6 weeks.","Toxic if ingested.","Fenestrates even in medium light; deeper blue tone in bright light."
epipremnum_pinnatum_blue_form,Pinnatum Blue Form,Epipremnum pinnatum (blue form),images/plants/epipremnum_pinnatum_blue_form.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 55–70% humidity.","Ideal 18–27°C.","Chunky aroid mix.","Feed monthly.","Toxic if ingested.","Bluish tint on juvenile leaves; fenestrations with climbing."
epipremnum_pinnatum_dragon_tail,Dragon Tail Pothos,Epipremnum pinnatum,images/plants/epipremnum_pinnatum_dragon_tail.jpg,"Medium to bright indirect light.","Water when top 2–3 cm dry.","Comfortable at 40–60% humidity.","Ideal 18–29°C.","Standard potting soil.","Feed every 4–6 weeks.","Toxic if ingested.","Often sold as Dragon Tail; leaf splits increase with maturity."
epipremnum_pinnatum_variegata,Variegated Pinnatum,Epipremnum pinnatum variegata,images/plants/epipremnum_pinnatum_variegata.jpg,"Bright indirect light.","Water when top 2–3 cm are dry.","Prefers 60–80% humidity.","Ideal 18–26°C.","Very airy aroid mix.","Feed lightly monthly.","Toxic if ingested.","White or cream variegation; protect pale areas from sun."
epipremnum_pinnatum_albo,Epipremnum Pinnatum Albo,Epipremnum pinnatum ‘Albo’,images/plants/epipremnum_pinnatum_albo.jpg,"Bright indirect light.","Water when top 2 cm dry.","Prefers 60–80% humidity.","Ideal 18–27°C.","Chunky mix with bark/perlite.","Feed every 4–6 weeks.","Toxic if ingested.","White variegation is unstable in low light."
epipremnum_pinnatum_aurea,Pinnatum Aurea,Epipremnum pinnatum ‘Aurea’,images/plants/epipremnum_pinnatum_aurea.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 60–80% humidity.","Ideal 18–27°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Yellow marbling; less common than Cebu or Baltic."
epipremnum_pinnatum_mint,Pinnatum Mint,Epipremnum pinnatum ‘Mint’,images/plants/epipremnum_pinnatum_mint.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 55–75% humidity.","Ideal 18–27°C.","Very well-draining mix.","Feed every 4–6 weeks.","Toxic if ingested.","Minty variegation similar to Mint Monstera but on pinnatum leaves."
epipremnum_pinnatum_splitleaf,Split-Leaf Pinnatum,Epipremnum pinnatum (fenestrated),images/plants/epipremnum_pinnatum_splitleaf.jpg,"Bright, indirect light.","Water when top 3 cm dry.","Prefers 55–75% humidity.","Ideal 18–28°C.","Aroid mix.","Feed lightly monthly.","Toxic if ingested.","Used for mature fenestrated forms sold separately from juvenile plants."
epipremnum_pinnatum_central_form,Central Form Pinnatum,Epipremnum pinnatum (Central form),images/plants/epipremnum_pinnatum_central_form.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 55–75% humidity.","Ideal 18–26°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Distinct vein pattern seen in some region-specific forms."
epipremnum_pinnatum_wide_leaf,Wide Leaf Pinnatum,Epipremnum pinnatum (broad form),images/plants/epipremnum_pinnatum_wide_leaf.jpg,"Bright indirect light.","Water when top 3 cm dry.","Prefers 60–70% humidity.","Ideal 18–27°C.","Rich aroid mix.","Feed monthly.","Toxic if ingested.","Broad juvenile leaves; fenestration increases with climbing."
epipremnum_pinnatum_narrow_leaf,Narrow Leaf Pinnatum,Epipremnum pinnatum (narrow leaf),images/plants/epipremnum_pinnatum_narrow_leaf.jpg,"Medium to bright indirect light.","Water when top 2–3 cm dry.","Prefers 50–75% humidity.","Ideal 18–27°C.","Loose, chunky soil.","Feed every 4–6 weeks.","Toxic if ingested.","Slimmer leaf form; vigorous climber."
epipremnum_pinnatum_giant_form,Giant Form Pinnatum,Epipremnum pinnatum (giant),images/plants/epipremnum_pinnatum_giant_form.jpg,"Bright indirect light to promote large leaves.","Water when top 3 cm are dry.","Prefers 55–70% humidity.","Ideal 18–28°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Large mature leaf form used as a statement climbing plant."
epipremnum_pinnatum_teal,Teal Pinnatum,Epipremnum pinnatum (teal-toned),images/plants/epipremnum_pinnatum_teal.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 55–70% humidity.","Ideal 18–27°C.","Well-draining soil.","Feed every 4–6 weeks.","Toxic if ingested.","Blue-teal coloration appears strongest on new leaves."
epipremnum_pinnatum_green_shield,Green Shield Pinnatum,Epipremnum pinnatum ‘Green Shield’,images/plants/epipremnum_pinnatum_green_shield.jpg,"Medium to bright indirect light.","Water when top 2–3 cm dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Simple potting mix with perlite.","Feed monthly.","Toxic if ingested.","Common trade name for vigorous all-green pinnatum clones."
epipremnum_pinnatum_silver_blue,Silver-Blue Pinnatum,Epipremnum pinnatum (silver form),images/plants/epipremnum_pinnatum_silver_blue.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 55–70% humidity.","Ideal 18–27°C.","Aroid mix.","Feed gently monthly.","Toxic if ingested.","Cool-toned silver film on juvenile leaves; becomes greener when mature."
epipremnum_pinnatum_spotted,Spotted Pinnatum,Epipremnum pinnatum ‘Spotted’,images/plants/epipremnum_pinnatum_spotted.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 60–70% humidity.","Ideal 18–27°C.","Loose, chunky mix.","Feed every 4–6 weeks.","Toxic if ingested.","Rare speckled form occasionally sold online."
epipremnum_pinnatum_green_form,Green Form Pinnatum,Epipremnum pinnatum,images/plants/epipremnum_pinnatum_green_form.jpg,"Low to bright indirect light; very tolerant.","Water when top 2–3 cm are dry.","Prefers 40–60% humidity.","Ideal 18–30°C.","Regular houseplant mix.","Feed every 4–6 weeks.","Toxic if ingested.","Most basic form of pinnatum; climbs quickly and easy for beginners."
epipremnum_aureum_golden,Golden Pothos,Epipremnum aureum,images/plants/epipremnum_aureum_golden.jpg,"Low to bright indirect light.","Water when top 2–3 cm dry.","Comfortable at 40–60% humidity.","Ideal 18–30°C.","Potting mix with perlite.","Feed every 4–6 weeks.","Toxic if ingested.","Fast, forgiving classic pothos."
epipremnum_aureum_jade,Jade Pothos,Epipremnum aureum ‘Jade’,images/plants/epipremnum_aureum_jade.jpg,"Low to medium indirect light.","Water when top 2–3 cm dry.","Prefers 40–60% humidity.","Ideal 18–27°C.","Standard mix.","Feed monthly.","Toxic if ingested.","Solid green, shade-tolerant form."
epipremnum_aureum_marble_queen,Marble Queen Pothos,Epipremnum aureum ‘Marble Queen’,images/plants/epipremnum_aureum_marble_queen.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Aroid mix.","Feed every 4–6 weeks.","Toxic if ingested.","White marbling; slower than Golden."
epipremnum_aureum_snow_queen,Snow Queen Pothos,Epipremnum aureum ‘Snow Queen’,images/plants/epipremnum_aureum_snow_queen.jpg,"Bright indirect light.","Water when top 2 cm dry.","Prefers 50–70% humidity.","Ideal 18–26°C.","Airy mix.","Feed lightly monthly.","Toxic if ingested.","Very white variegation; needs good light."
epipremnum_aureum_njoy,N’Joy Pothos,Epipremnum aureum ‘N’Joy’,images/plants/epipremnum_aureum_njoy.jpg,"Bright indirect light.","Water when top 2 cm dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Compact, creamy-white edges."
epipremnum_aureum_pearl_and_jade,Pearls & Jade Pothos,Epipremnum aureum ‘Pearls and Jade’,images/plants/epipremnum_aureum_pearl_and_jade.jpg,"Bright indirect light.","Water when top 2–3 cm dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Well-draining mix.","Feed every 4–6 weeks.","Toxic if ingested.","White/green mottling; small leaves."
epipremnum_aureum_jessenia,Jessenia Pothos,Epipremnum aureum ‘Jessenia’,images/plants/epipremnum_aureum_jessenia.jpg,"Medium to bright indirect light.","Water when top 2–3 cm are dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Standard mix.","Feed monthly.","Toxic if ingested.","Chartreuse variegation; easy-care."
epipremnum_aureum_global_green,Global Green Pothos,Epipremnum aureum ‘Global Green’,images/plants/epipremnum_aureum_global_green.jpg,"Low to bright indirect light.","Water when top 2–3 cm dry.","Comfortable at 40–60% humidity.","Ideal 18–27°C.","Potting mix.","Feed every 4–6 weeks.","Toxic if ingested.","Green-on-green mottling; vigorous."
